OID_,SITEADDID,ADDPTKEY,PREADDRNUM,ADDRNUM,ADDRNUMSUF,UNITTYPE,UNITID,STREET_PREMOD,STREET_PREFIX,STREET_PRE_TYPE,STREET_NAME,STREET_TYPE,STREET_SUFFIX,FULLNAME,FULLADDR,PLACENAME,FIPS,MUNICIPALITY,ESN,PSAP,MSAG_COMMUNITY,USNGCOORD,LAT,LONG,ADDRCLASS,POINTTYPE,CAPTUREMETH,STATUS,LASTUPDATE,PO_NAME,STATE,ZIP_5
3418288,51157000005437.000000000000000,112085295731,,147,,,,,,,MOUNT VERNON LANE,,,MOUNT VERNON LANE,147 MOUNT VERNON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4260082476,38.657661406000038,-78.211983226999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418289,51157000005438.000000000000000,112386295749,,206,,,,,,,MOUNT VERNON LANE,,,MOUNT VERNON LANE,206 MOUNT VERNON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4290082499,38.657786610000073,-78.208524379999972,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418290,51157000005439.000000000000000,112099295585,,136,,,,,,,MOUNT VERNON LANE,,,MOUNT VERNON LANE,136 MOUNT VERNON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4261782330,38.656341425000051,-78.211837796999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418291,51157000005440.000000000000000,111862295981,,87,,,,,,,MOUNT VERNON LANE,,,MOUNT VERNON LANE,87 MOUNT VERNON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4237282722,38.659940997000028,-78.214507580999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418321,51157000005470.000000000000000,113220294783,,4,,,,,,,BONUM LANE,,,BONUM LANE,4 BONUM LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4375181546,38.648978895000020,-78.199096625999971,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418322,51157000005471.000000000000000,112992294821,,21,,,,,,,BONUM LANE,,,BONUM LANE,21 BONUM LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4352281581,38.649353726000072,-78.201704970999970,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418329,51157000005478.000000000000000,113060294334,,80,,,,,,,FLETCHERS MILL ROAD,,,FLETCHERS MILL ROAD,80 FLETCHERS MILL ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4359881095,38.644955055000018,-78.201007756999957,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418330,51157000005479.000000000000000,112373294631,,9,,,,,,,FLETCHERS MILL ROAD,,,FLETCHERS MILL ROAD,9 FLETCHERS MILL ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4290781381,38.647718523000030,-78.208842568999955,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418331,51157000005480.000000000000000,113341295005,,127,,,,,,,FLETCHERS MILL ROAD,,,FLETCHERS MILL ROAD,127 FLETCHERS MILL ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4386881771,38.650967260000073,-78.197667118999959,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418335,51157000005484.000000000000000,112472294621,,17,,,,,,,FLETCHERS MILL ROAD,,,FLETCHERS MILL ROAD,17 FLETCHERS MILL ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4300681372,38.647616642000060,-78.207709235999971,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3418341,51157000005490.000000000000000,108757295354,,23,,,,,,,BLACK LOCUST LANE,,,BLACK LOCUST LANE,23 BLACK LOCUST LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3927782044,38.654678458000028,-78.250277967999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418342,51157000005491.000000000000000,108763295318,,17,,,,,,,BLACK LOCUST LANE,,,BLACK LOCUST LANE,17 BLACK LOCUST LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3928382008,38.654353282000038,-78.250215615999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418343,51157000005492.000000000000000,108742295421,,33,,,,,,,BLACK LOCUST LANE,,,BLACK LOCUST LANE,33 BLACK LOCUST LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3926082111,38.655282463000049,-78.250444650999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418344,51157000005493.000000000000000,110010295631,,5,,,,,,,SNEAD LANE,,,SNEAD LANE,5 SNEAD LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4052682342,38.657018638000068,-78.235838862999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418345,51157000005494.000000000000000,109983295615,,6,,,,,,,SNEAD LANE,,,SNEAD LANE,6 SNEAD LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4049982325,38.656879754000038,-78.236152206999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418346,51157000001073.000000000000000,109976295592,,11898,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11898 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4049282302,38.656669415000060,-78.236237988999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418347,51157000005495.000000000000000,109405296446,,20,,,,,,,DOODLE BUG LANE,,,DOODLE BUG LANE,20 DOODLE BUG LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3990783147,38.664438499000028,-78.242661098999974,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418348,51157000005496.000000000000000,109501296318,,2,,,,,,,DOODLE BUG LANE,,,DOODLE BUG LANE,2 DOODLE BUG LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4000683021,38.663271307000059,-78.241574990999936,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418349,51157000005497.000000000000000,109658295840,,45,,,,,,,ATKINS ROAD,,,ATKINS ROAD,45 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4017182545,38.658948961000078,-78.239844866999988,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418350,51157000005498.000000000000000,109526295996,,69,,,,,,,ATKINS ROAD,,,ATKINS ROAD,69 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4003682698,38.660362673000058,-78.241338984999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418351,51157000005499.000000000000000,109589296070,,78,,,,,,,ATKINS ROAD,,,ATKINS ROAD,78 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4009882774,38.661027472000058,-78.240602391999971,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418352,51157000005500.000000000000000,109609295934,,62,,,,,,,ATKINS ROAD,,,ATKINS ROAD,62 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4012082638,38.659799117000027,-78.240392247999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418353,51157000005501.000000000000000,109772295797,,31,,,,,,,ATKINS ROAD,,,ATKINS ROAD,31 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4028582504,38.658548002000032,-78.238547487999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418354,51157000005502.000000000000000,109606296145,,94,,,,,,,ATKINS ROAD,,,ATKINS ROAD,94 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4011382850,38.661702423000058,-78.240397560999952,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418355,51157000005503.000000000000000,109452296262,,111,,,,,,,ATKINS ROAD,,,ATKINS ROAD,111 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3995782964,38.662774290000073,-78.242153961999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418356,51157000005504.000000000000000,109731295905,,42,,,,,,,ATKINS ROAD,,,ATKINS ROAD,42 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4024282611,38.659523361000019,-78.239005006999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418357,51157000005505.000000000000000,109802295886,,38,,,,,,,ATKINS ROAD,,,ATKINS ROAD,38 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4031382593,38.659341715000039,-78.238190985999950,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418358,51157000005506.000000000000000,109698295759,,43,,,,,,,ATKINS ROAD,,,ATKINS ROAD,43 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4021282465,38.658212989000049,-78.239399230999936,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418359,51157000005507.000000000000000,109786295728,,23,,,,,,,ATKINS ROAD,,,ATKINS ROAD,23 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4030082435,38.657921985000030,-78.238401566999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418360,51157000005508.000000000000000,109823295771,,27,,,,,,,ATKINS ROAD,,,ATKINS ROAD,27 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4033782478,38.658299398000047,-78.237963208999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418361,51157000005509.000000000000000,109874295749,,19,,,,,,,ATKINS ROAD,,,ATKINS ROAD,19 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4038782457,38.658095501000048,-78.237386369999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418362,51157000005510.000000000000000,109914295740,,11,,,,,,,ATKINS ROAD,,,ATKINS ROAD,11 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4042882449,38.658013074000053,-78.236921969999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418363,51157000005511.000000000000000,110011295725,,5,,,,,,,ATKINS ROAD,,,ATKINS ROAD,5 ATKINS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4052682435,38.657863261000038,-78.235808090999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418364,51157000005512.000000000000000,110645295373,,61,,,,,,,JOHNSON FARM LANE,,,JOHNSON FARM LANE,61 JOHNSON FARM LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4116682094,38.654616246000039,-78.228577561999941,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418365,51157000005513.000000000000000,110856295147,,31,,,,,,,JOHNSON FARM LANE,,,JOHNSON FARM LANE,31 JOHNSON FARM LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4138081871,38.652554139000067,-78.226196364999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418366,51157000005514.000000000000000,110539295376,,70,,,,,,,JOHNSON FARM LANE,,,JOHNSON FARM LANE,70 JOHNSON FARM LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4105982095,38.654655364000057,-78.229804192999950,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418367,51157000005515.000000000000000,110644295263,,43,,,,,,,JOHNSON FARM LANE,,,JOHNSON FARM LANE,43 JOHNSON FARM LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4116681984,38.653624030000060,-78.228613271999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418369,51157000005517.000000000000000,109549295486,,8,,,,,,,DEERVIEW LANE,,,DEERVIEW LANE,8 DEERVIEW LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4006782189,38.655770505000078,-78.241158425999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418370,51157000005518.000000000000000,109448295533,,9,,,,,,,DEERVIEW LANE,,,DEERVIEW LANE,9 DEERVIEW LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3996682234,38.656200434000020,-78.242307163999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418371,51157000005519.000000000000000,108910295100,,41,,,,,,,JOSH BEN LANE,,,JOSH BEN LANE,41 JOSH BEN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3943581793,38.652373720000071,-78.248555503999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418372,51157000005520.000000000000000,108982295123,,33,,,,,,,JOSH BEN LANE,,,JOSH BEN LANE,33 JOSH BEN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3950681817,38.652569734000053,-78.247723734999965,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418373,51157000005521.000000000000000,108884295149,,44,,,,,,,JOSH BEN LANE,,,JOSH BEN LANE,44 JOSH BEN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3940881841,38.652811708000058,-78.248848636999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418374,51157000005522.000000000000000,109273295279,,10,,,,,,,ESTES MILL ROAD,,,ESTES MILL ROAD,10 ESTES MILL ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3979481978,38.653940298000059,-78.244362432999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418585,51157000001313.000000000000000,110672295757,,34,,,,,,,MAIN STREET,,,MAIN STREET,34 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4118682479,38.658075581000048,-78.228216238999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418586,51157000001314.000000000000000,110745295758,,43,,,,,,,MAIN STREET,,,MAIN STREET,43 MAIN STREET,Sperryville Post Office,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4125982481,38.658073701000028,-78.227374459999965,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418587,51157000005713.000000000000000,107619299314,,41,,,,,,,SYCAMORE RIDGE ROAD,,,SYCAMORE RIDGE ROAD,41 SYCAMORE RIDGE ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3807385986,38.690488656000070,-78.262742181999954,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418904,51157000006031.000000000000000,110711295627,,25,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,25 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4122882349,38.656894608000073,-78.227779520999945,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418905,51157000006032.000000000000000,110697295512,,32,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,32 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4121582234,38.655859552000038,-78.227966180999942,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418906,51157000006033.000000000000000,110670295542,,22,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,22 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4118782263,38.656131972000018,-78.228272941999990,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418907,51157000006034.000000000000000,110509295577,,10,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,10 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4102682296,38.656474749000040,-78.230116962999944,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418908,51157000006035.000000000000000,110587295600,,16,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,16 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4110482321,38.656672643000029,-78.229212001999940,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418909,51157000006036.000000000000000,110674295649,,19,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,19 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4118982370,38.657094918000041,-78.228210028999968,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418910,51157000006037.000000000000000,110765295504,,40,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,40 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4128382227,38.655779362000033,-78.227180682999972,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418911,51157000006038.000000000000000,110528295660,,6,,,,,,,HOPEWELL LANE,,,HOPEWELL LANE,6 HOPEWELL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4104482379,38.657214067000041,-78.229880255999944,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418912,51157000001641.000000000000000,110686295751,,36,,,,,,,MAIN STREET,,,MAIN STREET,36 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4120082472,38.658012247000038,-78.228048173999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418913,51157000001642.000000000000000,110574295841,,23,,,,,,,MAIN STREET,,,MAIN STREET,23 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4108782561,38.658837979000047,-78.229320137999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418914,51157000001643.000000000000000,110547295819,,20,,,,,,,MAIN STREET,,,MAIN STREET,20 MAIN STREET,Three Blacksmiths,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4106082539,38.658646437000073,-78.229635045999942,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418915,51157000001644.000000000000000,110748295706,,44,,,,,,,MAIN STREET,,,MAIN STREET,44 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4126382429,38.657603236000050,-78.227348335999977,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418916,51157000001645.000000000000000,110606295822,,25,,,,,,,MAIN STREET,,,MAIN STREET,25 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4111982542,38.658662229000072,-78.228955246999988,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418917,51157000001646.000000000000000,110762295759,,45,,,,,,,MAIN STREET,,,MAIN STREET,45 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4127682482,38.658082468000032,-78.227179792999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418918,51157000001647.000000000000000,110717295733,,42,,,,,,,MAIN STREET,,,MAIN STREET,42 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4123182455,38.657847626000027,-78.227700716999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418919,51157000001648.000000000000000,110420295803,,4,,,,,,,MAIN STREET,,,MAIN STREET,4 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4093382521,38.658521800000067,-78.231105436999940,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418921,51157000001650.000000000000000,110635295776,,30,,,,,,,MAIN STREET,,,MAIN STREET,30 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4114882497,38.658251793000026,-78.228638313999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418922,51157000001651.000000000000000,110692295747,,38,,,,,,,MAIN STREET,,,MAIN STREET,38 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4120682469,38.657980050000049,-78.227982212999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418923,51157000001652.000000000000000,110535295853,,15,,,,,,,MAIN STREET,,,MAIN STREET,15 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4104882572,38.658953538000048,-78.229768580999973,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418924,51157000001653.000000000000000,110620295792,,28,,,,,,,MAIN STREET,,,MAIN STREET,28 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4113482512,38.658390449000080,-78.228800333999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418926,51157000001655.000000000000000,110557295842,,21,,,,,,,MAIN STREET,,,MAIN STREET,21 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4107082561,38.658848704000029,-78.229520441999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418927,51157000001656.000000000000000,110657295800,,29,,,,,,,MAIN STREET,,,MAIN STREET,29 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4117082522,38.658464595000048,-78.228375650999965,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418928,51157000001657.000000000000000,110627295816,,27,,,,,,,MAIN STREET,,,MAIN STREET,27 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4114082537,38.658612344000062,-78.228715005999959,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418929,51157000001658.000000000000000,110699295743,,40,,,,,,,MAIN STREET,,,MAIN STREET,40 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4121382465,38.657943841000069,-78.227905094999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418930,51157000001659.000000000000000,110576295805,,24,,,,,,,MAIN STREET,,,MAIN STREET,24 MAIN STREET,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4108982525,38.658520116000027,-78.229311166999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418933,51157000001662.000000000000000,107344294795,,11594,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11594 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3787281462,38.649813751000060,-78.266600039999958,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418934,51157000001663.000000000000000,107015295098,,11546,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11546 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3753881759,38.652576884000041,-78.270336173999965,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418935,51157000001664.000000000000000,107868294779,,11644,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11644 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3839781454,38.649601228000051,-78.260582277999958,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418936,51157000001665.000000000000000,107575295019,,11601,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11601 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3810081689,38.651800701000070,-78.263913492999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418937,51157000001666.000000000000000,107153295480,,11543,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11543 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3767182144,38.656007472000049,-78.268684096999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418938,51157000001667.000000000000000,107490295076,,11597,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11597 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3801481745,38.652323761000048,-78.264882455999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418939,51157000001668.000000000000000,107435295063,,11591,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11591 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3795981731,38.652217816000068,-78.265508669999974,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418940,51157000001669.000000000000000,107535294984,,11600,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11600 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3806181654,38.651494599000038,-78.264373928999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418941,51157000001670.000000000000000,107928294892,,11625,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11625 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3845581568,38.650613985000057,-78.259876615999985,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418942,51157000001671.000000000000000,107343294914,,11586,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11586 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3786981580,38.650883088000050,-78.266597189999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418943,51157000001672.000000000000000,107331295097,,11587,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11587 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3785481763,38.652534446000061,-78.266704955999955,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418944,51157000001673.000000000000000,108226294643,,11656,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11656 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3875881324,38.648333451000042,-78.256487202999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418945,51157000001674.000000000000000,108104294692,,11650,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11650 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3863581371,38.648793116000029,-78.257880974999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418946,51157000001675.000000000000000,108700294877,,11738,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11738 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3922881565,38.650382838000041,-78.251004911999985,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418947,51157000001676.000000000000000,108451294835,,11698,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11698 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3897981519,38.650034188000063,-78.253876018999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418948,51157000001677.000000000000000,108342294923,,11692,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11692 LEE HIGHWAY,Off the Grid,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3886981605,38.650839506000068,-78.255110515999945,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418949,51157000001678.000000000000000,108213294889,,11669,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11669 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3874181570,38.650552868000027,-78.256595682999944,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418950,51157000001679.000000000000000,108293294961,,11691,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11691 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3881981643,38.651195754000071,-78.255673279999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
