OID_,SITEADDID,ADDPTKEY,PREADDRNUM,ADDRNUM,ADDRNUMSUF,UNITTYPE,UNITID,STREET_PREMOD,STREET_PREFIX,STREET_PRE_TYPE,STREET_NAME,STREET_TYPE,STREET_SUFFIX,FULLNAME,FULLADDR,PLACENAME,FIPS,MUNICIPALITY,ESN,PSAP,MSAG_COMMUNITY,USNGCOORD,LAT,LONG,ADDRCLASS,POINTTYPE,CAPTUREMETH,STATUS,LASTUPDATE,PO_NAME,STATE,ZIP_5
3418951,51157000001680.000000000000000,108439295062,,11727,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11727 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3896481747,38.652088063000058,-78.253976609999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418952,51157000001681.000000000000000,108980295207,,11780,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11780 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3950281900,38.653323315000080,-78.247737981999990,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418953,51157000001682.000000000000000,110791295818,,12000,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12000 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4130482541,38.658604748000073,-78.226836911999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418954,51157000001683.000000000000000,110277295783,,11946,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11946 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4079182498,38.658355899000071,-78.232745344999955,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418955,51157000001684.000000000000000,110242295733,,11934,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11934 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4075682448,38.657911446000071,-78.233159125999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418956,51157000001685.000000000000000,110089295677,,11914,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11914 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4060482389,38.657422153000020,-78.234922483999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418957,51157000001686.000000000000000,109935295571,,11894,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11894 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4045182281,38.656488927000048,-78.236712604999980,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418958,51157000001687.000000000000000,109908295582,,11890,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11890 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4042482291,38.656586621000031,-78.237021481999989,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418959,51157000001688.000000000000000,110134295756,,11923,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11923 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4064882469,38.658133346000049,-78.234389703999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3418960,51157000001689.000000000000000,110344295860,,11947,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11947 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4085682577,38.659043664000080,-78.231969005999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419004,51157000001733.000000000000000,109553295384,,11836,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11836 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4007382087,38.654849458000058,-78.241124368999976,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419005,51157000001734.000000000000000,109849295522,,11882,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11882 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4036782230,38.656054678000032,-78.237705315999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419006,51157000001735.000000000000000,110582295910,,11979,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11979 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4109482631,38.659465266000041,-78.229220997999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419007,51157000001736.000000000000000,110116295761,,11921,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11921 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4063082473,38.658173806000029,-78.234595858999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419008,51157000001737.000000000000000,110653295904,,11987,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11987 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4116582625,38.659399746000069,-78.228407203999950,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419009,51157000001738.000000000000000,109875295651,,11891,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11891 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4039082360,38.657217994000057,-78.237387380999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419010,51157000001739.000000000000000,110163295808,,11929,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11929 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4067682522,38.658598672000039,-78.234056026999951,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419011,51157000001740.000000000000000,110667295883,,11989,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11989 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4117982605,38.659208321000051,-78.228252139999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419012,51157000001741.000000000000000,108779295239,,11763,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11763 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3930081930,38.653641066000027,-78.250046839999982,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419013,51157000001742.000000000000000,108692295209,,11757,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11757 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3921481897,38.653374587000030,-78.251045104999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419014,51157000001743.000000000000000,110405295876,,11961,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11961 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4091782593,38.659174581000059,-78.231265889999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419015,51157000001744.000000000000000,109626295570,,11865,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11865 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4014382274,38.656517752000070,-78.240261291999957,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419016,51157000001745.000000000000000,110088295735,,11917,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11917 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4060382447,38.657949375000037,-78.234920911999950,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419017,51157000001746.000000000000000,108831295258,,11771,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11771 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3935381949,38.653802258000042,-78.249439489999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419018,51157000001747.000000000000000,109651295477,,11849,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11849 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4016982182,38.655674571000070,-78.239987485999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419019,51157000001748.000000000000000,110818295805,,12004,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12004 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4133282530,38.658490970000059,-78.226523508999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419020,51157000001749.000000000000000,110019295700,,11909,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11909 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4053482410,38.657635592000069,-78.235723540999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419021,51157000001750.000000000000000,110945295772,,12018,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12018 LEE HIGHWAY,Rappahannock Center for Education,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4145982498,38.658172621000062,-78.225075851999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419023,51157000001752.000000000000000,110045295654,,11908,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11908 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4056182366,38.657225974000028,-78.235426500999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419024,51157000001753.000000000000000,110245295822,,11945,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11945 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4075882536,38.658709319000018,-78.233102372999952,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419025,51157000001754.000000000000000,108671295137,,11754,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11754 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3919581826,38.652736182000069,-78.251297410999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419026,51157000001755.000000000000000,110137295789,,11925,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11925 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4065082501,38.658422757000039,-78.234353846999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419027,51157000001756.000000000000000,110393295870,,11953,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11953 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4090582587,38.659123407000038,-78.231402483999943,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419028,51157000001757.000000000000000,110218295793,,11931,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11931 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4073182508,38.658456105000020,-78.233423534999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419029,51157000001758.000000000000000,109066295279,,11797,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11797 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3958781974,38.653966588000060,-78.246744375999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419030,51157000001759.000000000000000,110418295883,,11963,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11963 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4093082601,38.659239479000057,-78.231104900999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419031,51157000001760.000000000000000,108713295158,,11758,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11758 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3923681847,38.652913337000030,-78.250814615999957,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419032,51157000001761.000000000000000,110509295903,,11971,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11971 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4102082622,38.659409734000057,-78.230064647999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419033,51157000001762.000000000000000,110625295897,,11985,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11985 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4113782618,38.659340177000040,-78.228727249999963,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419034,51157000001763.000000000000000,108937295153,,11774,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11774 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3946181846,38.652841476000049,-78.248236079999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419035,51157000001764.000000000000000,109182295329,,11807,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11807 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3970382026,38.654402242000060,-78.245395626999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419036,51157000001765.000000000000000,109941295605,,11896,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11896 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4045782314,38.656789800000070,-78.236636170999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419037,51157000001766.000000000000000,109946295659,,11895,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,11895 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4046182369,38.657281949000030,-78.236571853999976,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419337,51157000002066.000000000000000,111900294415,,3920,,,,,,,SPERRYVILLE,PIKE,,SPERRYVILLE PIKE,3920 SPERRYVILLE PIKE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4243681156,38.645826879000019,-78.214320820999944,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419454,51157000006498.000000000000000,108852293785,,623,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,623 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3939880476,38.640533392000059,-78.249427545999936,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419455,51157000006499.000000000000000,109238294284,,704,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,704 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3977680981,38.644974106000063,-78.244913523999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419456,51157000006500.000000000000000,109290294103,,674,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,674 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3983180801,38.643341372000059,-78.244344292999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419457,51157000006501.000000000000000,108971293591,,597,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,597 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3952080283,38.638764282000068,-78.248089016999984,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419458,51157000006502.000000000000000,109030293968,,645,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,645 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3957380662,38.642159889000020,-78.247357331999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419459,51157000006503.000000000000000,109065294057,,651,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,651 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3960780752,38.642955384000061,-78.246939452999982,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419460,51157000006504.000000000000000,109042293731,,602,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,602 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3958980424,38.640015269000060,-78.247258090999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419466,51157000006510.000000000000000,108675293535,,567,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,567 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3922580223,38.638300553000079,-78.251499270999943,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419476,51157000006520.000000000000000,110324294001,,80,,,,,,,CRAIG HILL LANE,,,CRAIG HILL LANE,80 CRAIG HILL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4086780716,38.642293457000051,-78.232485756999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419477,51157000006521.000000000000000,110458293925,,62,,,,,,,CRAIG HILL LANE,,,CRAIG HILL LANE,62 CRAIG HILL LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4100280642,38.641590818000047,-78.230961751999985,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419480,51157000006524.000000000000000,110647293551,,9,,,,,,,POORTOWN ROAD,,,POORTOWN ROAD,9 POORTOWN ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4119780271,38.638197409000043,-78.228849406999984,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419485,51157000006529.000000000000000,110856294772,,52,,,,,,,OAKS LANE,,,OAKS LANE,52 OAKS LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4138781496,38.649175717000048,-78.226249123999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419486,51157000006530.000000000000000,110722294722,,70,,,,,,,OAKS LANE,,,OAKS LANE,70 OAKS LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4125381444,38.648739216000017,-78.227806006999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419489,51157000006534.000000000000000,109035294173,,687,,,,,,,WOODWARD ROAD,,,WOODWARD ROAD,687 WOODWARD ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3957480867,38.644004693000049,-78.247269160999963,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419852,51157000006892.000000000000000,111488294459,,1650,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1650 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4202481193,38.646274871000060,-78.219043470999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419853,51157000006893.000000000000000,110955293762,,1532,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1532 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4150280488,38.640064186000068,-78.225272867999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419854,51157000006894.000000000000000,111036293907,,1546,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1546 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4158180634,38.641361411000048,-78.224322191999988,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419855,51157000006895.000000000000000,111464294187,,1628,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1628 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4200580921,38.643827654000063,-78.219357455999955,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419856,51157000006896.000000000000000,111155294270,,1590,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1590 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4169380999,38.644617731000039,-78.222903188999965,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419857,51157000006897.000000000000000,109648293571,,1469,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1469 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4019880275,38.638504778000019,-78.240318620999972,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419858,51157000006898.000000000000000,111517295011,,1683,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1683 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4204381746,38.651243137000051,-78.218624314999943,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420138,51157000007149.000000000000000,111587295024,,1699,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1699 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4211481761,38.651355762000030,-78.217809357999954,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420304,51157000003040.000000000000000,111655296747,,12167,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12167 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4215383485,38.666869981000048,-78.216764764999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420305,51157000003041.000000000000000,111729297602,,12270,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12270 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4221384342,38.674563697000053,-78.215767203999974,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420306,51157000003042.000000000000000,112221298149,,12363,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12363 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4269684898,38.679433276000047,-78.210033782999972,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420307,51157000003043.000000000000000,111659297222,,12213,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12213 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4214983961,38.671150727000047,-78.216635043999986,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420308,51157000003044.000000000000000,111615296657,,12151,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12151 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4211583395,38.666064329000051,-78.217231347999984,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420309,51157000003045.000000000000000,112539298015,,12362,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12362 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4301684768,38.678181120000033,-78.206401444999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420310,51157000003046.000000000000000,112017297152,,12234,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12234 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4250983897,38.670474324000047,-78.212532119999935,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420311,51157000003047.000000000000000,111666296787,,12185,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12185 LEE HIGHWAY,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4216483525,38.667225070000029,-78.216622372999950,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420312,51157000003048.000000000000000,112774298475,,12438,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12438 LEE HIGHWAY,,51157,Rappahannock County,2312,7189,WASHINGTON,17SQC4324485232,38.682293832000028,-78.203624476999948,,,,,2/10/2025 0:00:00,WASHINGTON,VA,22747
3420324,51157000003060.000000000000000,113230298707,,12484,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12484 LEE HIGHWAY,,51157,Rappahannock County,2312,7189,WASHINGTON,17SQC4369785472,38.684329955000059,-78.198340120999944,,,,,2/10/2025 0:00:00,WASHINGTON,VA,22747
3420326,51157000003062.000000000000000,113226299468,,12493,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12493 LEE HIGHWAY,,51157,Rappahannock County,2312,7189,WASHINGTON,17SQC4367986234,38.691189716000046,-78.198269638999989,,,,,2/10/2025 0:00:00,WASHINGTON,VA,22747
3420327,51157000003063.000000000000000,113143298642,,12458,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12458 LEE HIGHWAY,,51157,Rappahannock County,2312,7189,WASHINGTON,17SQC4361085405,38.683752146000067,-78.199358880999966,,,,,2/10/2025 0:00:00,WASHINGTON,VA,22747
3420330,51157000003066.000000000000000,113041298677,,12454,,,,,,,LEE HIGHWAY,,,LEE HIGHWAY,12454 LEE HIGHWAY,,51157,Rappahannock County,2312,7189,WASHINGTON,17SQC4350885439,38.684080472000062,-78.200515063999944,,,,,2/10/2025 0:00:00,WASHINGTON,VA,22747
3420357,51157000007333.000000000000000,110664297728,,4,,,,,,,BUMP LANE,,,BUMP LANE,4 BUMP LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4114684451,38.675833586000060,-78.227988038999968,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420358,51157000007334.000000000000000,110696297742,,3,,,,,,,BUMP LANE,,,BUMP LANE,3 BUMP LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4117784465,38.675951452000049,-78.227623710999978,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420359,51157000007335.000000000000000,110326297718,,251,,,,,,,OLD HOLLOW ROAD,,,OLD HOLLOW ROAD,251 OLD HOLLOW ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4080884435,38.675783931000069,-78.231878327999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420360,51157000007336.000000000000000,111433297292,,64,,,,,,,OLD HOLLOW ROAD,,,OLD HOLLOW ROAD,64 OLD HOLLOW ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4192284027,38.671804800000068,-78.219228599999951,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420361,51157000007337.000000000000000,110492297821,,209,,,,,,,OLD HOLLOW ROAD,,,OLD HOLLOW ROAD,209 OLD HOLLOW ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4097284541,38.676692449000029,-78.229949428999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420362,51157000007338.000000000000000,110430297891,,223,,,,,,,OLD HOLLOW ROAD,,,OLD HOLLOW ROAD,223 OLD HOLLOW ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4090984610,38.677332633000049,-78.230654367999989,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420363,51157000007339.000000000000000,111283297325,,84,,,,,,,OLD HOLLOW ROAD,,,OLD HOLLOW ROAD,84 OLD HOLLOW ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4177184057,38.672120197000019,-78.220946341999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
